ID	CONTROL_TYPE	miRNA_ID	GENE_NAME	ACCESSION_STRING	CHROMOSOMAL_LOCATION	SPOT_ID
A_25_P00010181	FALSE	hsa-miR-325	hsa-miR-325	mir|hsa-miR-325|mir|MIMAT0000771	chrX:76225866-76225851	
A_25_P00010182	FALSE	hsa-miR-381	hsa-miR-381	mir|hsa-miR-381|mir|MIMAT0000736	chr14:101512313-101512326	
A_25_P00010183	FALSE	hsa-miR-381	hsa-miR-381	mir|hsa-miR-381|mir|MIMAT0000736	chr14:101512314-101512326	
A_25_P00010184	FALSE	hsa-let-7i_v9.1	hsa-let-7i_v9.1	mir|hsa-let-7i_v9.1|mir|MIMAT0000415	chr12:61283742-61283758	
A_25_P00010185	FALSE	hsa-let-7i_v9.1	hsa-let-7i_v9.1	mir|hsa-let-7i_v9.1|mir|MIMAT0000415	chr12:61283741-61283758	
A_25_P00010190	FALSE	hsa-miR-133a_v9.1	hsa-miR-133a_v9.1	mir|hsa-miR-133a_v9.1|mir|MIMAT0000427	chr18:017659731-017659714,chr20:060572627-060572644	
A_25_P00010191	FALSE	hsa-miR-133a_v9.1	hsa-miR-133a_v9.1	mir|hsa-miR-133a_v9.1|mir|MIMAT0000427	chr18:017659731-017659715,chr20:060572628-060572644	
A_25_P00010192	FALSE	hsa-miR-105_v9.1	hsa-miR-105_v9.1	mir|hsa-miR-105_v9.1|mir|MIMAT0000102	chrX:151311378-151311364,chrX:151313571-151313557	
A_25_P00010193	FALSE	hsa-miR-105_v9.1	hsa-miR-105_v9.1	mir|hsa-miR-105_v9.1|mir|MIMAT0000102	chrX:151311378-151311363,chrX:151313571-151313556	
A_25_P00010194	FALSE	hsa-miR-105_v9.1	hsa-miR-105_v9.1	mir|hsa-miR-105_v9.1|mir|MIMAT0000102	chrX:151311378-151311362,chrX:151313571-151313555	
A_25_P00010195	FALSE	hsa-miR-105_v9.1	hsa-miR-105_v9.1	mir|hsa-miR-105_v9.1|mir|MIMAT0000102	chrX:151311378-151311361,chrX:151313571-151313554	
A_25_P00010196	FALSE	hsa-miR-296-5p	hsa-miR-296-5p	mir|hsa-miR-296-5p|mir|MIMAT0000690|mir|hsa-miR-296_v9.1|mir|MIMAT0000690	chr20:056826098-056826082,chr20:057392703-057392687	
A_25_P00010197	FALSE	hsa-miR-296-5p	hsa-miR-296-5p	mir|hsa-miR-296-5p|mir|MIMAT0000690|mir|hsa-miR-296_v9.1|mir|MIMAT0000690	chr20:056826098-056826083,chr20:057392703-057392688	
A_25_P00010198	FALSE	hsa-miR-410	hsa-miR-410	mir|hsa-miR-410|mir|MIMAT0002171	chr14:101532301-101532318	
A_25_P00010199	FALSE	hsa-miR-410	hsa-miR-410	mir|hsa-miR-410|mir|MIMAT0002171	chr14:101532302-101532318	
A_25_P00010200	FALSE	hsa-miR-520a-3p	hsa-miR-520a-3p	mir|hsa-miR-520a-3p|mir|MIMAT0002834|mir|hsa-miR-520a_v9.1|mir|MIMAT0002834	chr19:054194190-054194208,chr19:058886002-058886020	
A_25_P00010201	FALSE	hsa-miR-520a-3p	hsa-miR-520a-3p	mir|hsa-miR-520a-3p|mir|MIMAT0002834|mir|hsa-miR-520a_v9.1|mir|MIMAT0002834	chr19:054194189-054194208,chr19:058886001-058886020	
A_25_P00010204	FALSE	hsa-miR-22	hsa-miR-22	mir|hsa-miR-22|mir|MIMAT0000077	chr17:1617270-1617253	
A_25_P00010205	FALSE	hsa-miR-22	hsa-miR-22	mir|hsa-miR-22|mir|MIMAT0000077	chr17:1617270-1617254	
A_25_P00010206	FALSE	hsa-miR-592	hsa-miR-592	mir|hsa-miR-592|mir|MIMAT0003260	chr7:126698178-126698160	
A_25_P00010207	FALSE	hsa-miR-592	hsa-miR-592	mir|hsa-miR-592|mir|MIMAT0003260	chr7:126698178-126698161	
A_25_P00010208	FALSE	hsa-miR-200a	hsa-miR-200a	mir|hsa-miR-200a|mir|MIMAT0000682	chr1:1103302-1103317	
A_25_P00010209	FALSE	hsa-miR-200a	hsa-miR-200a	mir|hsa-miR-200a|mir|MIMAT0000682	chr1:1103301-1103317	
A_25_P00010210	FALSE	hsa-miR-218	hsa-miR-218	mir|hsa-miR-218|mir|MIMAT0000275	chr4:020529923-020529942,chr5:168195195-168195176	
A_25_P00010211	FALSE	hsa-miR-218	hsa-miR-218	mir|hsa-miR-218|mir|MIMAT0000275	chr4:020529924-020529942,chr5:168195195-168195177	
A_25_P00010212	FALSE	hsa-miR-335	hsa-miR-335	mir|hsa-miR-335|mir|MIMAT0000765	chr7:130135972-130135989	
A_25_P00010213	FALSE	hsa-miR-335	hsa-miR-335	mir|hsa-miR-335|mir|MIMAT0000765	chr7:130135971-130135989	
A_25_P00010214	FALSE	hsa-miR-335	hsa-miR-335	mir|hsa-miR-335|mir|MIMAT0000765	chr7:130135973-130135989	
A_25_P00010219	FALSE	hsa-miR-449a	hsa-miR-449a	mir|hsa-miR-449a|mir|MIMAT0001541|mir|hsa-miR-449_v9.1|mir|MIMAT0001541	chr5:054466396-054466380,chr5:054502153-054502137	
A_25_P00010220	FALSE	hsa-miR-449a	hsa-miR-449a	mir|hsa-miR-449a|mir|MIMAT0001541|mir|hsa-miR-449_v9.1|mir|MIMAT0001541	chr5:054466396-054466377,chr5:054502153-054502134	
A_25_P00010221	FALSE	hsa-miR-449a	hsa-miR-449a	mir|hsa-miR-449a|mir|MIMAT0001541|mir|hsa-miR-449_v9.1|mir|MIMAT0001541	chr5:054466396-054466378,chr5:054502153-054502135	
A_25_P00010222	FALSE	hsa-miR-449a	hsa-miR-449a	mir|hsa-miR-449a|mir|MIMAT0001541|mir|hsa-miR-449_v9.1|mir|MIMAT0001541	chr5:054466396-054466379,chr5:054502153-054502136	
A_25_P00010223	FALSE	hsa-miR-648	hsa-miR-648	mir|hsa-miR-648|mir|MIMAT0003318	chr22:18463667-18463653	
A_25_P00010224	FALSE	hsa-miR-648	hsa-miR-648	mir|hsa-miR-648|mir|MIMAT0003318	chr22:18463667-18463654	
A_25_P00010225	FALSE	hsa-miR-648	hsa-miR-648	mir|hsa-miR-648|mir|MIMAT0003318	chr22:18463667-18463655	
A_25_P00010226	FALSE	hsa-miR-623	hsa-miR-623	mir|hsa-miR-623|mir|MIMAT0003292	chr13:100008411-100008422	
A_25_P00010227	FALSE	hsa-miR-623	hsa-miR-623	mir|hsa-miR-623|mir|MIMAT0003292	chr13:100008408-100008422	
A_25_P00010228	FALSE	hsa-miR-623	hsa-miR-623	mir|hsa-miR-623|mir|MIMAT0003292	chr13:100008409-100008422	
A_25_P00010229	FALSE	hsa-miR-623	hsa-miR-623	mir|hsa-miR-623|mir|MIMAT0003292	chr13:100008410-100008422	
A_25_P00010230	FALSE	hsa-miR-188_v9.1	hsa-miR-188_v9.1	mir|hsa-miR-188_v9.1|mir|MIMAT0000457	chrX:49654870-49654884	
A_25_P00010231	FALSE	hsa-miR-188_v9.1	hsa-miR-188_v9.1	mir|hsa-miR-188_v9.1|mir|MIMAT0000457	chrX:49654871-49654884	
A_25_P00010232	FALSE	hsa-miR-188_v9.1	hsa-miR-188_v9.1	mir|hsa-miR-188_v9.1|mir|MIMAT0000457	chrX:49654872-49654884	
A_25_P00010233	FALSE	hsa-miR-516a-3p	hsa-miR-516a-3p	mir|hsa-miR-516a-3p|mir|MIMAT0006778|mir|hsa-miR-516-3p_v9.1|mir|MIMAT0002860|mir|hsa-miR-516b*|mir|MIMAT0002860	chr19:054228751-054228768,chr19:054240159-054240176,chr19:054260055-054260072,chr19:054264447-054264464,chr19:058920563-058920580,chr19:058931971-058931988,chr19:058951867-058951884,chr19:058956259-058956276	
A_25_P00010234	FALSE	hsa-miR-516a-3p	hsa-miR-516a-3p	mir|hsa-miR-516a-3p|mir|MIMAT0006778|mir|hsa-miR-516-3p_v9.1|mir|MIMAT0002860|mir|hsa-miR-516b*|mir|MIMAT0002860	chr19:054228752-054228768,chr19:054240160-054240176,chr19:054260056-054260072,chr19:054264448-054264464,chr19:058920564-058920580,chr19:058931972-058931988,chr19:058951868-058951884,chr19:058956260-058956276	
A_25_P00010235	FALSE	hsa-miR-516a-3p	hsa-miR-516a-3p	mir|hsa-miR-516a-3p|mir|MIMAT0006778|mir|hsa-miR-516-3p_v9.1|mir|MIMAT0002860|mir|hsa-miR-516b*|mir|MIMAT0002860	chr19:054228753-054228768,chr19:054240161-054240176,chr19:054260057-054260072,chr19:054264449-054264464,chr19:058920565-058920580,chr19:058931973-058931988,chr19:058951869-058951884,chr19:058956261-058956276	
A_25_P00010236	FALSE	hsa-miR-184	hsa-miR-184	mir|hsa-miR-184|mir|MIMAT0000454	chr15:79502183-79502203	
A_25_P00010237	FALSE	hsa-miR-184	hsa-miR-184	mir|hsa-miR-184|mir|MIMAT0000454	chr15:79502184-79502203	
A_25_P00010238	FALSE	hsa-miR-29c_v9.1	hsa-miR-29c_v9.1	mir|hsa-miR-29c_v9.1|mir|MIMAT0000681	chr1:206041892-206041874	
A_25_P00010239	FALSE	hsa-miR-190	hsa-miR-190	mir|hsa-miR-190|mir|MIMAT0000458	chr15:63116171-63116191	
A_25_P00010244	FALSE	hsa-miR-518b	hsa-miR-518b	mir|hsa-miR-518b|mir|MIMAT0002844	chr19:54206047-54206062	
A_25_P00010245	FALSE	hsa-miR-518b	hsa-miR-518b	mir|hsa-miR-518b|mir|MIMAT0002844	chr19:54206048-54206062	
A_25_P00010246	FALSE	hsa-miR-630	hsa-miR-630	mir|hsa-miR-630|mir|MIMAT0003299	chr15:72879623-72879639	
A_25_P00010247	FALSE	hsa-miR-630	hsa-miR-630	mir|hsa-miR-630|mir|MIMAT0003299	chr15:72879622-72879639	
A_25_P00010248	FALSE	hsa-miR-630	hsa-miR-630	mir|hsa-miR-630|mir|MIMAT0003299	chr15:72879624-72879639	
A_25_P00010249	FALSE	hsa-miR-630	hsa-miR-630	mir|hsa-miR-630|mir|MIMAT0003299	chr15:72879625-72879639	
A_25_P00010258	FALSE	hsa-miR-372	hsa-miR-372	mir|hsa-miR-372|mir|MIMAT0000724	chr19:54291191-54291207	
A_25_P00010259	FALSE	hsa-miR-372	hsa-miR-372	mir|hsa-miR-372|mir|MIMAT0000724	chr19:54291192-54291207	
A_25_P00010260	FALSE	hsa-miR-515-3p_v9.1	hsa-miR-515-3p_v9.1	mir|hsa-miR-515-3p_v9.1|mir|MIMAT0002827	chr19:058874121-058874139,chr19:058880127-058880145	
A_25_P00010261	FALSE	hsa-miR-515-3p_v9.1	hsa-miR-515-3p_v9.1	mir|hsa-miR-515-3p_v9.1|mir|MIMAT0002827	chr19:058874120-058874139,chr19:058880126-058880145	
A_25_P00010262	FALSE	hsa-miR-328	hsa-miR-328	mir|hsa-miR-328|mir|MIMAT0000752	chr16:67236292-67236276	
A_25_P00010263	FALSE	hsa-miR-328	hsa-miR-328	mir|hsa-miR-328|mir|MIMAT0000752	chr16:67236292-67236277	
A_25_P00010264	FALSE	hsa-miR-608	hsa-miR-608	mir|hsa-miR-608|mir|MIMAT0003276	chr10:102734767-102734781	
A_25_P00010265	FALSE	hsa-miR-608	hsa-miR-608	mir|hsa-miR-608|mir|MIMAT0003276	chr10:102734768-102734781	
A_25_P00010266	FALSE	hsa-miR-412	hsa-miR-412	mir|hsa-miR-412|mir|MIMAT0002170	chr14:101531845-101531859	
A_25_P00010267	FALSE	hsa-miR-412	hsa-miR-412	mir|hsa-miR-412|mir|MIMAT0002170	chr14:101531846-101531859	
A_25_P00010268	FALSE	hsa-miR-412	hsa-miR-412	mir|hsa-miR-412|mir|MIMAT0002170	chr14:101531847-101531859	
A_25_P00010269	FALSE	hsa-miR-412	hsa-miR-412	mir|hsa-miR-412|mir|MIMAT0002170	chr14:101531848-101531859	
A_25_P00010270	FALSE	hsa-miR-532-5p	hsa-miR-532-5p	mir|hsa-miR-532-5p|mir|MIMAT0002888|mir|hsa-miR-532_v9.1|mir|MIMAT0002888	chrX:049654518-049654534,chrX:049767778-049767794	
A_25_P00010271	FALSE	hsa-miR-532-5p	hsa-miR-532-5p	mir|hsa-miR-532-5p|mir|MIMAT0002888|mir|hsa-miR-532_v9.1|mir|MIMAT0002888	chrX:049654519-049654534,chrX:049767779-049767794	
A_25_P00010272	FALSE	hsa-miR-429	hsa-miR-429	mir|hsa-miR-429|mir|MIMAT0001536	chr1:1104441-1104456	
A_25_P00010273	FALSE	hsa-miR-429	hsa-miR-429	mir|hsa-miR-429|mir|MIMAT0001536	chr1:1104440-1104456	
A_25_P00010274	FALSE	hsa-miR-376a	hsa-miR-376a	mir|hsa-miR-376a|mir|MIMAT0000729	chr14:101506456-101506475,chr14:101507163-101507182	
A_25_P00010275	FALSE	hsa-miR-376a	hsa-miR-376a	mir|hsa-miR-376a|mir|MIMAT0000729	chr14:101506457-101506475,chr14:101507164-101507182	
A_25_P00010276	FALSE	hsa-miR-376a	hsa-miR-376a	mir|hsa-miR-376a|mir|MIMAT0000729	chr14:101506458-101506475,chr14:101507165-101507182	
A_25_P00010277	FALSE	hsa-miR-17-5p_v9.1	hsa-miR-17-5p_v9.1	mir|hsa-miR-17-5p_v9.1|mir|MIMAT0000070	chr13:90800879-90800896	
A_25_P00010278	FALSE	hsa-miR-17-5p_v9.1	hsa-miR-17-5p_v9.1	mir|hsa-miR-17-5p_v9.1|mir|MIMAT0000070	chr13:90800880-90800896	
A_25_P00010279	FALSE	hsa-let-7e_v9.1	hsa-let-7e_v9.1	mir|hsa-let-7e_v9.1|mir|MIMAT0000066	chr19:56887860-56887878	
A_25_P00010280	FALSE	hsa-let-7e_v9.1	hsa-let-7e_v9.1	mir|hsa-let-7e_v9.1|mir|MIMAT0000066	chr19:56887861-56887878	
A_25_P00010281	FALSE	hsa-let-7d_v9.1	hsa-let-7d_v9.1	mir|hsa-let-7d_v9.1|mir|MIMAT0000065	chr9:95980948-95980964	
A_25_P00010282	FALSE	hsa-let-7d_v9.1	hsa-let-7d_v9.1	mir|hsa-let-7d_v9.1|mir|MIMAT0000065	chr9:95980947-95980964	
A_25_P00010283	FALSE	hsa-miR-362-5p	hsa-miR-362-5p	mir|hsa-miR-362-5p|mir|MIMAT0000705|mir|hsa-miR-362_v9.1|mir|MIMAT0000705	chrX:049660323-049660339,chrX:049773583-049773599	
A_25_P00010284	FALSE	hsa-miR-362-5p	hsa-miR-362-5p	mir|hsa-miR-362-5p|mir|MIMAT0000705|mir|hsa-miR-362_v9.1|mir|MIMAT0000705	chrX:049660324-049660339,chrX:049773584-049773599	
A_25_P00010285	FALSE	hsa-miR-181a	hsa-miR-181a	mir|hsa-miR-181a|mir|MIMAT0000256	chr1:198828218-198828205,chr9:127454768-127454781	
A_25_P00010286	FALSE	hsa-miR-181a	hsa-miR-181a	mir|hsa-miR-181a|mir|MIMAT0000256	chr1:198828218-198828206,chr9:127454769-127454781	
A_25_P00010287	FALSE	hsa-miR-181c	hsa-miR-181c	mir|hsa-miR-181c|mir|MIMAT0000258	chr19:13985544-13985560	
A_25_P00010288	FALSE	hsa-miR-181c	hsa-miR-181c	mir|hsa-miR-181c|mir|MIMAT0000258	chr19:13985543-13985560	
A_25_P00010291	FALSE	hsa-miR-524-3p	hsa-miR-524-3p	mir|hsa-miR-524-3p|mir|MIMAT0002850|mir|hsa-miR-524_v9.1|mir|MIMAT0002850	chr19:054214311-054214328,chr19:058906123-058906140	
A_25_P00010292	FALSE	hsa-miR-524-3p	hsa-miR-524-3p	mir|hsa-miR-524-3p|mir|MIMAT0002850|mir|hsa-miR-524_v9.1|mir|MIMAT0002850	chr19:054214312-054214328,chr19:058906124-058906140	
A_25_P00010293	FALSE	hsa-miR-520h	hsa-miR-520h	mir|hsa-miR-520h|mir|MIMAT0002867	chr19:54245825-54245841	
A_25_P00010294	FALSE	hsa-miR-520h	hsa-miR-520h	mir|hsa-miR-520h|mir|MIMAT0002867	chr19:54245824-54245841	
A_25_P00010295	FALSE	hsa-miR-24-1*	hsa-miR-24-1*	mir|hsa-miR-24-1*|mir|MIMAT0000079|mir|hsa-miR-189_v9.1|mir|MIMAT0000079	chr9:096888132-096888151,chr9:097848311-097848330	
A_25_P00010296	FALSE	hsa-miR-24-1*	hsa-miR-24-1*	mir|hsa-miR-24-1*|mir|MIMAT0000079|mir|hsa-miR-189_v9.1|mir|MIMAT0000079	chr9:096888133-096888151,chr9:097848312-097848330	
A_25_P00010305	FALSE	hsa-let-7g_v9.1	hsa-let-7g_v9.1	mir|hsa-let-7g_v9.1|mir|MIMAT0000414	chr3:52277358-52277340	
A_25_P00010306	FALSE	hsa-let-7g_v9.1	hsa-let-7g_v9.1	mir|hsa-let-7g_v9.1|mir|MIMAT0000414	chr3:52277358-52277341	
A_25_P00010309	FALSE	hsa-miR-544_v9.1	hsa-miR-544_v9.1	mir|hsa-miR-544_v9.1|mir|MIMAT0003164	chr14:100584804-100584821	
A_25_P00010310	FALSE	hsa-miR-544_v9.1	hsa-miR-544_v9.1	mir|hsa-miR-544_v9.1|mir|MIMAT0003164	chr14:100584803-100584821	
A_25_P00010311	FALSE	hsa-miR-544_v9.1	hsa-miR-544_v9.1	mir|hsa-miR-544_v9.1|mir|MIMAT0003164	chr14:100584805-100584821	
A_25_P00010312	FALSE	hsa-miR-544_v9.1	hsa-miR-544_v9.1	mir|hsa-miR-544_v9.1|mir|MIMAT0003164	chr14:100584806-100584821	
A_25_P00010313	FALSE	hsa-miR-569	hsa-miR-569	mir|hsa-miR-569|mir|MIMAT0003234	chr3:170824533-170824515	
A_25_P00010315	FALSE	hsa-miR-9*	hsa-miR-9*	mir|hsa-miR-9*|mir|MIMAT0000442|mir|hsa-miR-9*_v9.1|mir|MIMAT0000442	chr1:154656832-154656815,chr1:156390208-156390191,chr5:087962744-087962727,chr5:087998500-087998483,chr15:087712310-087712327,chr15:089911306-089911323	
A_25_P00010316	FALSE	hsa-miR-9*	hsa-miR-9*	mir|hsa-miR-9*|mir|MIMAT0000442|mir|hsa-miR-9*_v9.1|mir|MIMAT0000442	chr1:154656832-154656814,chr1:156390208-156390190,chr5:087962744-087962726,chr5:087998500-087998482,chr15:087712309-087712327,chr15:089911305-089911323	
A_25_P00010317	FALSE	hsa-miR-9*	hsa-miR-9*	mir|hsa-miR-9*|mir|MIMAT0000442|mir|hsa-miR-9*_v9.1|mir|MIMAT0000442	chr1:154656832-154656812,chr1:156390208-156390188,chr5:087962744-087962724,chr5:087998500-087998480,chr15:087712307-087712327,chr15:089911303-089911323	
A_25_P00010318	FALSE	hsa-miR-9*	hsa-miR-9*	mir|hsa-miR-9*|mir|MIMAT0000442|mir|hsa-miR-9*_v9.1|mir|MIMAT0000442	chr1:154656832-154656813,chr1:156390208-156390189,chr5:087962744-087962725,chr5:087998500-087998481,chr15:087712308-087712327,chr15:089911304-089911323	
A_25_P00010321	FALSE	hsa-miR-302b*_v9.1	hsa-miR-302b*_v9.1	mir|hsa-miR-302b*_v9.1|mir|MIMAT0000714	chr4:113789122-113789107	
A_25_P00010322	FALSE	hsa-miR-302b*_v9.1	hsa-miR-302b*_v9.1	mir|hsa-miR-302b*_v9.1|mir|MIMAT0000714	chr4:113789122-113789104	
A_25_P00010323	FALSE	hsa-miR-302b*_v9.1	hsa-miR-302b*_v9.1	mir|hsa-miR-302b*_v9.1|mir|MIMAT0000714	chr4:113789122-113789105	
A_25_P00010324	FALSE	hsa-miR-302b*_v9.1	hsa-miR-302b*_v9.1	mir|hsa-miR-302b*_v9.1|mir|MIMAT0000714	chr4:113789122-113789106	
A_25_P00010325	FALSE	hsa-miR-527_v9.1	hsa-miR-527_v9.1	mir|hsa-miR-527_v9.1|mir|MIMAT0002862	chr19:058926090-058926105,chr19:058934419-058934434,chr19:058949102-058949117	
A_25_P00010326	FALSE	hsa-miR-527_v9.1	hsa-miR-527_v9.1	mir|hsa-miR-527_v9.1|mir|MIMAT0002862	chr19:058926088-058926105,chr19:058934417-058934434,chr19:058949100-058949117	
A_25_P00010327	FALSE	hsa-miR-527_v9.1	hsa-miR-527_v9.1	mir|hsa-miR-527_v9.1|mir|MIMAT0002862	chr19:058926089-058926105,chr19:058934418-058934434,chr19:058949101-058949117	
A_25_P00010328	FALSE	hsa-miR-520a-5p	hsa-miR-520a-5p	mir|hsa-miR-520a-5p|mir|MIMAT0002833|mir|hsa-miR-520a*_v9.1|mir|MIMAT0002833	chr19:054194151-054194169,chr19:058885963-058885981	
A_25_P00010329	FALSE	hsa-miR-520a-5p	hsa-miR-520a-5p	mir|hsa-miR-520a-5p|mir|MIMAT0002833|mir|hsa-miR-520a*_v9.1|mir|MIMAT0002833	chr19:054194152-054194169,chr19:058885964-058885981	
A_25_P00010330	FALSE	hsa-miR-525-5p	hsa-miR-525-5p	mir|hsa-miR-525-5p|mir|MIMAT0002838|mir|hsa-miR-525_v9.1|mir|MIMAT0002838	chr19:054200806-054200821,chr19:058892618-058892633	
A_25_P00010331	FALSE	hsa-miR-525-5p	hsa-miR-525-5p	mir|hsa-miR-525-5p|mir|MIMAT0002838|mir|hsa-miR-525_v9.1|mir|MIMAT0002838	chr19:054200805-054200821,chr19:058892617-058892633	
A_25_P00010332	FALSE	hsa-miR-526a_v9.1	hsa-miR-526a_v9.1	mir|hsa-miR-526a_v9.1|mir|MIMAT0002845	chr19:058901337-058901352,chr19:058902539-058902554,chr19:058921999-058922014,chr19:058929963-058929978	
A_25_P00010333	FALSE	hsa-miR-526a_v9.1	hsa-miR-526a_v9.1	mir|hsa-miR-526a_v9.1|mir|MIMAT0002845	chr19:058901335-058901352,chr19:058902537-058902554,chr19:058921997-058922014,chr19:058929961-058929978	
A_25_P00010334	FALSE	hsa-miR-526a_v9.1	hsa-miR-526a_v9.1	mir|hsa-miR-526a_v9.1|mir|MIMAT0002845	chr19:058901336-058901352,chr19:058902538-058902554,chr19:058921998-058922014,chr19:058929962-058929978	
A_25_P00010335	FALSE	hsa-miR-483_v9.1	hsa-miR-483_v9.1	mir|hsa-miR-483_v9.1|mir|MIMAT0002173	chr11:2112009-2111993	
A_25_P00010336	FALSE	hsa-miR-483_v9.1	hsa-miR-483_v9.1	mir|hsa-miR-483_v9.1|mir|MIMAT0002173	chr11:2112009-2111994	
A_25_P00010337	FALSE	hsa-miR-483_v9.1	hsa-miR-483_v9.1	mir|hsa-miR-483_v9.1|mir|MIMAT0002173	chr11:2112009-2111995	
A_25_P00010338	FALSE	hsa-miR-18a*_v9.1	hsa-miR-18a*_v9.1	mir|hsa-miR-18a*_v9.1|mir|MIMAT0002891	chr13:90801055-90801072	
A_25_P00010339	FALSE	hsa-miR-18a*_v9.1	hsa-miR-18a*_v9.1	mir|hsa-miR-18a*_v9.1|mir|MIMAT0002891	chr13:90801056-90801072	
A_25_P00010340	FALSE	hsa-miR-18a*_v9.1	hsa-miR-18a*_v9.1	mir|hsa-miR-18a*_v9.1|mir|MIMAT0002891	chr13:90801057-90801072	
A_25_P00010341	FALSE	hsa-miR-18a*_v9.1	hsa-miR-18a*_v9.1	mir|hsa-miR-18a*_v9.1|mir|MIMAT0002891	chr13:90801058-90801072	
A_25_P00010342	FALSE	hsa-miR-219-5p	hsa-miR-219-5p	mir|hsa-miR-219-5p|mir|MIMAT0000276|mir|hsa-miR-219_v9.1|mir|MIMAT0000276	chr6:033175632-033175652,chr6:033283610-033283630,chr9:130194756-130194736,chr9:131154935-131154915,HSCHR6_MHC_COX:033097258-033097278,HSCHR6_MHC_DBB:033153542-033153562,HSCHR6_MHC_MANN:033329555-033329575,HSCHR6_MHC_MCF:033345996-033346016,HSCHR6_MHC_QBL:033104462-033104482	
A_25_P00010343	FALSE	hsa-miR-219-5p	hsa-miR-219-5p	mir|hsa-miR-219-5p|mir|MIMAT0000276|mir|hsa-miR-219_v9.1|mir|MIMAT0000276	chr6:033175633-033175652,chr6:033283611-033283630,chr9:130194756-130194737,chr9:131154935-131154916,HSCHR6_MHC_COX:033097259-033097278,HSCHR6_MHC_DBB:033153543-033153562,HSCHR6_MHC_MANN:033329556-033329575,HSCHR6_MHC_MCF:033345997-033346016,HSCHR6_MHC_QBL:033104463-033104482	
A_25_P00010344	FALSE	hsa-miR-557	hsa-miR-557	mir|hsa-miR-557|mir|MIMAT0003221	chr1:168344830-168344844	
A_25_P00010345	FALSE	hsa-miR-557	hsa-miR-557	mir|hsa-miR-557|mir|MIMAT0003221	chr1:168344831-168344844	
A_25_P00010346	FALSE	hsa-miR-595	hsa-miR-595	mir|hsa-miR-595|mir|MIMAT0003263	chr7:158325490-158325475	
A_25_P00010347	FALSE	hsa-miR-595	hsa-miR-595	mir|hsa-miR-595|mir|MIMAT0003263	chr7:158325490-158325476	
A_25_P00010348	FALSE	hsa-miR-595	hsa-miR-595	mir|hsa-miR-595|mir|MIMAT0003263	chr7:158325490-158325477	
A_25_P00010349	FALSE	hsa-miR-139_v9.1	hsa-miR-139_v9.1	mir|hsa-miR-139_v9.1|mir|MIMAT0000250	chr11:72003778-72003763	
A_25_P00010350	FALSE	hsa-miR-139_v9.1	hsa-miR-139_v9.1	mir|hsa-miR-139_v9.1|mir|MIMAT0000250	chr11:72003778-72003764	
A_25_P00010351	FALSE	hsa-miR-517*	hsa-miR-517*	mir|hsa-miR-517*|mir|MIMAT0002851	chr19:054215542-054215557,chr19:054224341-054224356,chr19:054244592-054244607	
A_25_P00010352	FALSE	hsa-miR-517*	hsa-miR-517*	mir|hsa-miR-517*|mir|MIMAT0002851	chr19:054215541-054215557,chr19:054224340-054224356,chr19:054244591-054244607	
A_25_P00010353	FALSE	hsa-miR-517*	hsa-miR-517*	mir|hsa-miR-517*|mir|MIMAT0002851	chr19:054215543-054215557,chr19:054224342-054224356,chr19:054244593-054244607	
A_25_P00010354	FALSE	hsa-miR-432*	hsa-miR-432*	mir|hsa-miR-432*|mir|MIMAT0002815	chr14:101350887-101350901	
A_25_P00010355	FALSE	hsa-miR-432*	hsa-miR-432*	mir|hsa-miR-432*|mir|MIMAT0002815	chr14:101350886-101350901	
A_25_P00010356	FALSE	hsa-miR-432*	hsa-miR-432*	mir|hsa-miR-432*|mir|MIMAT0002815	chr14:101350888-101350901	
A_25_P00010357	FALSE	hsa-miR-432*	hsa-miR-432*	mir|hsa-miR-432*|mir|MIMAT0002815	chr14:101350889-101350901	
A_25_P00010358	FALSE	hsa-miR-518f*_v9.1	hsa-miR-518f*_v9.1	mir|hsa-miR-518f*_v9.1|mir|MIMAT0002841	chr19:58895102-58895118	
A_25_P00010359	FALSE	hsa-miR-518f*_v9.1	hsa-miR-518f*_v9.1	mir|hsa-miR-518f*_v9.1|mir|MIMAT0002841	chr19:58895101-58895118	
A_25_P00010360	FALSE	hsa-miR-485-3p	hsa-miR-485-3p	mir|hsa-miR-485-3p|mir|MIMAT0002176	chr14:101521808-101521822	
A_25_P00010361	FALSE	hsa-miR-485-3p	hsa-miR-485-3p	mir|hsa-miR-485-3p|mir|MIMAT0002176	chr14:101521807-101521822	
A_25_P00010362	FALSE	hsa-miR-609	hsa-miR-609	mir|hsa-miR-609|mir|MIMAT0003277	chr10:105978581-105978564	
A_25_P00010364	FALSE	hsa-miR-549	hsa-miR-549	mir|hsa-miR-549|mir|MIMAT0003333	chr15:81134399-81134383	
A_25_P00010365	FALSE	hsa-miR-549	hsa-miR-549	mir|hsa-miR-549|mir|MIMAT0003333	chr15:81134399-81134381	
A_25_P00010366	FALSE	hsa-miR-549	hsa-miR-549	mir|hsa-miR-549|mir|MIMAT0003333	chr15:81134399-81134382	
A_25_P00010367	FALSE	hsa-miR-549	hsa-miR-549	mir|hsa-miR-549|mir|MIMAT0003333	chr15:81134399-81134384	
A_25_P00010368	FALSE	hsa-miR-346	hsa-miR-346	mir|hsa-miR-346|mir|MIMAT0000773	chr10:88024492-88024477	
